0	4.024	
1	4.028	
2	4.041	
3	4.063	
4	4.092	
5	4.130	
6	4.176	
7	4.229	
8	4.290	
9	4.358	
10	4.433	
11	4.515	
12	4.602	
13	4.696	
14	4.794	
15	4.899	
16	5.007	
17	5.121	
18	5.239	
19	5.361	
20	5.486	
21	5.615	
22	5.748	
23	5.883	
24	6.021	
25	6.162	
26	6.305	
27	6.451	
28	6.598	
29	6.748	
30	6.899	
31	7.052	
32	7.206	
33	7.361	
34	7.518	
35	7.676	
36	7.834	
37	7.993	
38	8.153	
39	8.313	
40	8.473	
41	8.634	
42	8.795	
43	8.955	
44	9.116	
45	9.276	
46	9.435	
47	9.594	
48	9.752	
49	9.910	
50	10.066	
51	10.221	
52	10.374	
53	10.526	
54	10.677	
55	10.826	
56	10.972	
57	11.117	
58	11.259	
59	11.399	
60	11.537	
61	11.672	
62	11.804	
63	11.933	
64	12.059	
65	12.181	
66	12.300	
67	12.416	
68	12.528	
69	12.636	
70	12.740	
71	12.840	
72	12.935	
73	13.027	
74	13.113	
75	13.195	
76	13.273	
77	13.345	
78	13.413	
79	13.475	
80	13.533	
81	13.585	
82	13.632	
83	13.673	
84	13.709	
85	13.740	
86	13.765	
87	13.785	
88	13.799	
89	13.807	
90	13.810	
91	13.807	
92	13.799	
93	13.785	
94	13.765	
95	13.740	
96	13.709	
97	13.673	
98	13.632	
99	13.585	
100	13.533	
101	13.475	
102	13.413	
103	13.345	
104	13.273	
105	13.195	
106	13.113	
107	13.027	
108	12.935	
109	12.840	
110	12.740	
111	12.636	
112	12.528	
113	12.416	
114	12.300	
115	12.181	
116	12.059	
117	11.933	
118	11.804	
119	11.672	
120	11.537	
121	11.399	
122	11.259	
123	11.117	
124	10.972	
125	10.826	
126	10.677	
127	10.526	
128	10.374	
129	10.221	
130	10.066	
131	9.910	
132	9.752	
133	9.594	
134	9.435	
135	9.276	
136	9.116	
137	8.955	
138	8.795	
139	8.634	
140	8.473	
141	8.313	
142	8.153	
143	7.993	
144	7.834	
145	7.676	
146	7.518	
147	7.361	
148	7.206	
149	7.052	
150	6.899	
151	6.748	
152	6.598	
153	6.451	
154	6.305	
155	6.162	
156	6.021	
157	5.883	
158	5.748	
159	5.615	
160	5.486	
161	5.361	
162	5.239	
163	5.121	
164	5.007	
165	4.899	
166	4.794	
167	4.696	
168	4.602	
169	4.515	
170	4.433	
171	4.358	
172	4.290	
173	4.229	
174	4.176	
175	4.130	
176	4.092	
177	4.063	
178	4.041	
179	4.028	
180	4.024	
